,Id,OverallQualitySum,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
223,224,0.6283185840707964,20,RL,70.0,10500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,524,180,160,864,GasA,864,0,0,864,0,0,1,0,2,1,4,Typ,0,Detchd,1989.0,2,576,216,0,0,0,0,0,,0,3,2009,WD,Abnorml,97000
224,225,0.9469026548672567,20,RL,103.0,13472,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,PConc,56,0,2336,2392,GasA,2392,0,0,2392,0,0,2,0,3,1,8,Typ,1,Attchd,2003.0,3,968,248,105,0,0,0,0,,0,6,2009,WD,Normal,386250
225,226,0.6106194690265486,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,CBlock,0,0,630,630,GasA,630,672,0,1302,0,0,2,1,3,1,6,Typ,0,Detchd,1991.0,1,280,0,0,0,0,0,0,,0,5,2009,COD,Abnorml,112000
226,227,0.8230088495575221,60,RL,82.0,9950,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,PConc,565,0,638,1203,GasA,1214,1306,0,2520,0,0,2,1,4,1,9,Typ,1,Attchd,1995.0,3,721,224,114,0,0,0,0,,0,6,2007,WD,Abnorml,290000
227,228,0.6106194690265486,160,RM,21.0,1869,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,CBlock,321,0,162,483,GasA,483,504,0,987,0,0,1,1,2,1,5,Typ,0,Detchd,1987.0,1,280,0,0,0,0,0,0,,0,9,2008,WD,Normal,106000
228,229,0.6460176991150443,20,RL,70.0,8521,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,842,0,70,912,GasA,912,0,0,912,0,0,1,0,3,1,5,Typ,1,Detchd,1974.0,1,336,0,0,0,0,0,0,,0,5,2010,WD,Normal,125000
229,230,0.8407079646017699,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,PConc,16,0,1357,1373,GasA,1555,0,0,1555,0,0,2,0,2,1,7,Typ,1,Attchd,2005.0,2,430,143,20,0,0,0,0,,0,5,2009,WD,Normal,192500
230,231,0.6548672566371682,20,RL,73.0,8760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,CBlock,0,0,1194,1194,GasA,1194,0,0,1194,1,0,1,0,3,1,6,Typ,0,Attchd,1959.0,1,312,0,0,120,0,0,0,,0,4,2010,WD,Normal,148000
231,232,0.8230088495575221,60,RL,174.0,15138,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,PConc,689,0,773,1462,GasA,1490,1304,0,2794,1,0,2,1,4,1,9,Typ,1,Attchd,1995.0,3,810,0,146,202,0,0,0,,0,7,2009,WD,Normal,403000
232,233,0.6283185840707964,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,CBlock,0,0,483,483,GasA,483,504,0,987,0,0,1,1,2,1,5,Typ,1,Attchd,1972.0,1,288,0,0,0,0,0,0,,0,6,2006,WD,Normal,94500
233,234,0.6637168141592921,20,RL,75.0,10650,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,182,712,0,894,GasA,894,0,0,894,1,0,1,0,3,1,5,Typ,0,Attchd,1976.0,1,308,365,0,0,0,0,0,,0,2,2010,WD,Normal,128200
234,235,0.8053097345132744,60,RL,,7851,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,PConc,625,0,235,860,GasA,860,1100,0,1960,1,0,2,1,4,1,8,Typ,2,BuiltIn,2002.0,2,440,288,48,0,0,0,0,,0,5,2010,WD,Normal,216500
235,236,0.6106194690265486,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,CBlock,358,0,125,483,GasA,483,504,0,987,0,0,1,1,2,1,5,Typ,0,Detchd,1971.0,1,264,0,0,0,0,0,0,,0,8,2008,WD,Normal,89500
236,237,0.8053097345132744,20,RL,65.0,8773,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,PConc,24,0,1390,1414,GasA,1414,0,0,1414,0,0,2,0,3,1,6,Typ,0,Attchd,2004.0,2,494,132,105,0,0,0,0,,0,5,2010,WD,Normal,185500
237,238,0.7345132743362832,60,RL,,9453,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,402,0,594,996,GasA,1014,730,0,1744,0,0,2,1,3,1,7,Typ,0,Attchd,1993.0,2,457,370,70,0,238,0,0,,0,2,2010,WD,Normal,194500
238,239,0.7610619469026548,20,RL,93.0,12030,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,PConc,0,0,1694,1694,GasA,1694,0,0,1694,0,0,2,0,3,1,7,Typ,0,Attchd,2007.0,3,818,168,228,0,0,0,0,,0,12,2007,New,Partial,318000
239,240,0.7345132743362832,50,RL,52.0,8741,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,94,0,641,735,GasA,798,689,0,1487,0,0,1,1,3,1,7,Typ,1,Detchd,1949.0,1,220,0,140,0,0,0,0,,0,4,2010,WD,Normal,113000
240,241,0.8053097345132744,20,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,PConc,1078,0,488,1566,GasA,1566,0,0,1566,1,0,2,0,3,1,7,Typ,0,Attchd,2008.0,2,750,144,168,0,0,0,0,,0,4,2010,WD,Normal,262500
241,242,0.5132743362831859,30,RM,40.0,3880,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,1945,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,329,0,357,686,GasA,866,0,0,866,0,0,1,0,2,1,4,Typ,0,,,0,0,58,42,0,0,0,0,,0,8,2007,WD,Normal,110500
242,243,0.5929203539823009,50,RM,63.0,5000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,0,0,540,540,GasA,889,551,0,1440,0,0,1,0,3,1,6,Typ,0,Attchd,1940.0,1,352,0,0,77,0,0,0,,0,4,2006,WD,Normal,79000
243,244,0.7256637168141593,160,RL,75.0,10762,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,0,0,626,626,GasA,626,591,0,1217,0,0,1,1,3,1,6,Typ,1,Attchd,1980.0,1,288,0,28,0,0,0,0,,0,4,2009,WD,Normal,120000
244,245,0.8053097345132744,60,RL,,8880,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,695,0,253,948,GasA,1222,888,0,2110,1,0,2,1,3,1,8,Typ,2,Attchd,1994.0,2,463,0,130,0,0,0,0,,0,5,2010,WD,Normal,205000
245,246,0.7876106194690266,20,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,CBlock,929,0,916,1845,GasA,1872,0,0,1872,0,1,2,0,3,1,6,Typ,1,Attchd,1988.0,2,604,197,39,0,0,0,0,,0,6,2006,WD,Normal,241500
246,247,0.45132743362831856,190,RM,69.0,9142,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Stone,0,0,1020,1020,GasA,908,1020,0,1928,0,0,2,0,4,2,9,Typ,0,Detchd,1910.0,1,440,0,60,112,0,0,0,,0,4,2006,WD,Normal,137000
247,248,0.6991150442477876,20,RL,75.0,11310,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,CBlock,0,0,1367,1367,GasA,1375,0,0,1375,0,0,1,0,2,1,5,Typ,1,Attchd,1954.0,2,451,0,30,0,0,0,0,,0,6,2006,WD,Normal,140000
248,249,0.7433628318584071,60,RL,72.0,11317,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,PConc,0,0,840,840,GasA,840,828,0,1668,0,0,2,1,3,1,8,Typ,0,Attchd,2003.0,2,500,144,68,0,0,0,0,,0,9,2007,WD,Normal,180000
249,250,0.8141592920353983,50,RL,,159000,Pave,,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,CBlock,697,0,747,1444,GasA,1444,700,0,2144,0,1,2,0,4,1,7,Typ,2,Attchd,1958.0,2,389,0,98,0,0,0,0,Shed,500,6,2007,WD,Normal,277000
250,251,0.4424778761061947,30,RL,55.0,5350,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,CBlock,0,0,728,728,GasA,1306,0,0,1306,0,0,1,0,3,1,6,Mod,0,,,0,0,263,0,0,0,0,0,Shed,450,5,2010,WD,Normal,76500
251,252,0.8761061946902655,120,RM,44.0,4750,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,PConc,1573,0,0,1573,GasA,1625,0,0,1625,1,1,2,0,2,1,5,Typ,1,Attchd,2006.0,2,538,123,0,0,0,153,0,,0,12,2007,WD,Family,235000
252,253,0.7433628318584071,60,RL,65.0,8366,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,798,798,GasA,798,842,0,1640,0,0,2,1,3,1,6,Typ,0,Attchd,2004.0,2,520,138,45,0,0,0,0,,0,12,2008,WD,Normal,173000
253,254,0.7787610619469026,80,RL,85.0,9350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,CBlock,270,580,452,1302,GasA,1302,0,0,1302,0,1,2,0,3,1,7,Min1,0,Attchd,1964.0,1,309,333,0,0,0,0,0,,0,10,2007,CWD,Normal,158000
254,255,0.672566371681416,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1957,1957,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,922,0,392,1314,GasA,1314,0,0,1314,1,0,1,0,3,1,5,Typ,0,Attchd,1957.0,1,294,250,0,0,0,0,0,,0,6,2010,WD,Normal,145000
255,256,0.7787610619469026,60,RL,66.0,8738,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,PConc,0,0,975,975,GasA,1005,1286,0,2291,0,0,2,1,4,1,8,Typ,1,BuiltIn,1999.0,2,429,192,0,0,0,0,0,,0,2,2006,WD,Normal,230000
256,257,0.7433628318584071,60,FV,64.0,8791,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,503,0,361,864,GasA,864,864,0,1728,0,0,2,1,3,1,7,Typ,0,Attchd,2003.0,2,673,216,56,0,0,0,0,,0,5,2008,WD,Normal,207500
257,258,0.8407079646017699,20,RL,68.0,8814,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,PConc,1334,0,270,1604,GasA,1604,0,0,1604,1,0,2,1,3,1,8,Typ,1,Attchd,2006.0,2,660,123,110,0,0,0,0,,0,3,2009,WD,Abnorml,220000
258,259,0.8230088495575221,60,RL,80.0,12435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,PConc,361,0,602,963,GasA,963,829,0,1792,0,0,2,1,3,1,7,Typ,1,Attchd,2001.0,2,564,0,96,0,245,0,0,,0,5,2008,WD,Normal,231500
259,260,0.48672566371681414,20,RM,70.0,12702,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,PConc,0,0,0,0,GasA,882,0,0,882,0,0,1,0,2,1,4,Typ,0,Detchd,1956.0,1,308,0,45,0,0,0,0,,0,12,2008,WD,Normal,97000
260,261,0.7168141592920354,80,RL,120.0,19296,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,CBlock,672,690,0,1362,GasA,1382,0,0,1382,1,0,1,0,3,1,6,Typ,1,Attchd,1991.0,2,884,0,0,252,0,0,0,,0,5,2009,WD,Normal,176000
261,262,0.831858407079646,60,RL,69.0,9588,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,PConc,0,0,1482,1482,GasA,1482,1092,0,2574,0,0,2,1,3,1,10,Typ,1,BuiltIn,2007.0,3,868,0,148,0,0,0,0,,0,11,2007,New,Partial,276000
262,263,0.7345132743362832,80,RL,88.0,8471,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,CBlock,506,0,0,506,GasA,1212,0,0,1212,1,0,1,0,3,1,6,Typ,1,Attchd,1978.0,2,492,292,12,0,0,0,0,,0,7,2006,WD,Normal,151000
263,264,0.6106194690265486,50,RM,50.0,5500,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,234,692,0,926,GasA,926,0,390,1316,1,0,1,0,3,1,6,Typ,0,Detchd,1974.0,2,484,0,0,0,0,0,0,,0,4,2010,WD,Normal,130000
264,265,0.4690265486725664,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,0,0,680,680,GasA,764,0,0,764,0,0,1,0,2,1,4,Typ,0,Detchd,1965.0,2,504,0,0,0,0,0,0,,0,6,2008,WD,Normal,73000
265,266,0.7699115044247787,20,RL,78.0,12090,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,CBlock,588,228,606,1422,GasA,1422,0,0,1422,0,0,2,0,3,1,7,Typ,1,Attchd,1981.0,2,576,276,0,0,0,0,0,,0,6,2008,WD,Normal,175500
266,267,0.7876106194690266,60,RL,70.0,11207,Pave,,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,714,0,88,802,GasA,802,709,0,1511,1,0,2,1,3,1,8,Typ,1,Attchd,1997.0,2,413,95,75,0,0,0,0,,0,6,2006,WD,Normal,185000
267,268,0.7345132743362832,75,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,PConc,378,0,342,720,GasA,1052,720,420,2192,0,0,2,1,4,1,8,Typ,1,Detchd,1939.0,1,240,262,24,0,0,0,0,,0,7,2008,WD,Normal,179500
268,269,0.8141592920353983,30,RM,71.0,6900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,403,125,212,740,GasA,778,0,0,778,0,0,1,0,2,1,4,Typ,1,Detchd,1966.0,1,924,0,25,0,0,0,0,,0,2,2008,WD,Normal,120500
269,270,0.7345132743362832,20,RL,,7917,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,CBlock,751,0,392,1143,GasA,1113,0,0,1113,1,0,1,1,3,1,6,Typ,1,Attchd,1987.0,1,504,370,30,0,0,0,0,,0,5,2007,WD,Normal,148000
270,271,0.8141592920353983,60,FV,84.0,10728,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,1095,1095,GasA,1095,844,0,1939,0,0,2,1,3,1,8,Typ,1,Attchd,2006.0,3,1053,192,51,0,0,0,0,,0,8,2006,New,Partial,266000
271,272,0.7964601769911505,20,RL,73.0,39104,Pave,,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,CBlock,226,1063,96,1385,GasA,1363,0,0,1363,1,0,1,0,2,1,5,Mod,2,Attchd,1954.0,2,439,81,0,0,0,0,0,,0,4,2008,WD,Normal,241500
272,273,0.8230088495575221,60,RL,92.0,11764,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,PConc,524,0,628,1152,GasA,1164,1106,0,2270,0,0,2,1,4,1,9,Typ,1,Attchd,1999.0,3,671,132,57,0,0,0,0,,0,4,2010,WD,Normal,290000
273,274,0.7433628318584071,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,CBlock,620,620,0,1240,GasA,1632,0,0,1632,1,0,2,0,3,1,6,Min1,1,Attchd,1958.0,1,338,289,0,0,0,0,0,,0,4,2009,WD,Normal,139000
274,275,0.6637168141592921,20,RL,76.0,8314,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0.0,CBlock,546,0,270,816,GasA,816,0,0,816,0,0,1,0,2,1,5,Typ,0,Attchd,1982.0,1,264,168,0,0,0,0,0,,0,6,2007,WD,Normal,124500
275,276,0.6106194690265486,50,RL,55.0,7264,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,0,0,952,952,GasW,952,596,0,1548,0,0,2,1,3,1,5,Typ,0,Detchd,1978.0,2,672,74,0,0,0,144,0,,0,10,2009,WD,Normal,205000
276,277,0.7433628318584071,20,RL,129.0,9196,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,0,0,1560,1560,GasA,1560,0,0,1560,0,0,2,0,3,1,7,Typ,0,Attchd,2003.0,2,573,100,150,0,0,0,0,,0,4,2010,WD,Normal,201000
277,278,0.6460176991150443,20,RL,140.0,19138,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,120,0,744,864,GasA,864,0,0,864,0,0,1,0,2,1,4,Typ,0,Detchd,1951.0,2,400,0,0,0,0,0,0,,0,6,2010,WD,Normal,141000
278,279,0.9203539823008849,20,RL,107.0,14450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,PConc,0,0,2121,2121,GasA,2121,0,0,2121,0,0,2,1,3,1,8,Typ,1,Attchd,2007.0,3,732,124,98,0,0,142,0,,0,5,2007,New,Partial,415298
279,280,0.7345132743362832,60,RL,83.0,10005,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,CBlock,392,0,768,1160,GasA,1156,866,0,2022,0,0,2,1,4,1,8,Typ,1,Attchd,1977.0,2,505,288,117,0,0,0,0,,0,3,2008,WD,Normal,192000
280,281,0.8230088495575221,60,RL,82.0,11287,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,CBlock,421,0,386,807,GasA,1175,807,0,1982,0,0,2,1,3,1,7,Typ,1,Attchd,1989.0,2,575,0,84,0,196,0,0,,0,1,2007,WD,Normal,228500
281,282,0.7345132743362832,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,PConc,905,0,357,1262,GasA,1262,0,0,1262,0,0,2,0,2,1,5,Typ,0,Attchd,2006.0,2,572,0,120,0,0,0,0,,0,5,2006,New,Partial,185000
282,283,0.8407079646017699,120,RL,34.0,5063,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,PConc,904,0,410,1314,GasA,1314,0,0,1314,1,0,2,0,2,1,6,Typ,1,Attchd,2008.0,2,626,172,62,0,0,0,0,,0,4,2009,ConLw,Normal,207500
283,284,0.7964601769911505,20,RL,74.0,9612,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,PConc,0,0,1468,1468,GasA,1468,0,0,1468,0,0,2,0,3,1,6,Typ,1,Attchd,2008.0,3,898,210,150,0,0,0,0,,0,12,2009,New,Partial,244600
284,285,0.7522123893805309,120,RL,50.0,8012,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0.0,PConc,430,0,1145,1575,GasA,1575,0,0,1575,1,0,2,0,2,1,5,Typ,0,Attchd,1992.0,2,529,0,0,52,0,0,0,,0,7,2007,WD,Normal,179200
285,286,0.7433628318584071,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,PConc,0,0,625,625,GasA,625,625,0,1250,0,0,2,1,2,1,5,Typ,0,Detchd,2006.0,2,528,0,54,0,0,0,0,,0,6,2007,New,Partial,164700
286,287,0.7433628318584071,50,RL,77.0,9786,Pave,,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,600,0,312,912,GasA,1085,649,0,1734,0,0,1,1,3,1,7,Typ,1,Attchd,1962.0,2,440,0,0,0,0,128,0,,0,6,2006,WD,Normal,159000
287,288,0.45132743362831856,20,RL,,8125,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,614,0,244,858,GasA,858,0,0,858,0,0,1,0,3,1,5,Typ,0,,,0,0,0,0,0,0,0,0,,0,6,2006,WD,Normal,88000
288,289,0.6194690265486725,20,RL,,9819,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,CBlock,450,0,432,882,GasA,900,0,0,900,0,0,1,0,3,1,5,Typ,0,Detchd,1970.0,1,280,0,0,0,0,0,0,,0,2,2010,WD,Normal,122000
289,290,0.7168141592920354,70,RL,60.0,8730,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,0,0,698,698,GasA,698,698,0,1396,0,0,1,0,3,1,7,Typ,0,Detchd,2003.0,1,384,0,0,0,0,259,0,,0,7,2007,WD,Normal,153575
